SM..OH..C24.1,SM.C16.1,SM.C18.1,SM.C24.1,,       AUC: 0.73989
SM..OH..C24.1,SM.C16.0,SM.C20.2,SM.C24.1,,       AUC: 0.73989
SM..OH..C14.1,SM.C16.1,SM.C20.2,SM.C24.1,,       AUC: 0.73989
SM..OH..C16.1,SM.C18.1,SM.C20.2,SM.C24.1,,       AUC: 0.73989
SM..OH..C22.1,SM..OH..C22.2,SM.C24.0,SM.C24.1,,       AUC: 0.73989
SM..OH..C22.2,SM.C16.0,SM.C24.0,SM.C24.1,,       AUC: 0.73989
PC.ae.C42.4,SM.C16.1,SM.C24.0,SM.C24.1,,       AUC: 0.73989
SM.C16.1,SM.C18.0,SM.C24.0,SM.C24.1,,       AUC: 0.73989
PC.ae.C42.4,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.73989
SM.C18.1,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.73989
PC.ae.C44.6,SM..OH..C16.1,SM..OH..C22.1,H1,,       AUC: 0.73989
PC.ae.C42.4,SM..OH..C14.1,SM..OH..C24.1,H1,,       AUC: 0.73989
SM..OH..C14.1,SM..OH..C22.1,SM..OH..C24.1,H1,,       AUC: 0.73989
SM..OH..C16.1,SM..OH..C22.1,SM..OH..C24.1,H1,,       AUC: 0.73989
SM..OH..C22.1,SM..OH..C24.1,SM.C16.1,H1,,       AUC: 0.73989
SM..OH..C16.1,SM.C16.0,SM.C16.1,H1,,       AUC: 0.73989
SM.C16.0,SM.C18.1,SM.C20.2,H1,,       AUC: 0.73989
SM..OH..C24.1,SM.C18.1,SM.C24.0,H1,,       AUC: 0.73989
PC.ae.C42.4,SM..OH..C14.1,SM.C24.1,H1,,       AUC: 0.73989
SM..OH..C22.1,SM.C16.1,SM.C24.1,H1,,       AUC: 0.73989
SM..OH..C22.2,SM.C16.1,SM.C24.1,H1,,       AUC: 0.73989
PC.ae.C42.4,SM.C18.0,SM.C24.1,H1,,       AUC: 0.73989
SM.C16.0,SM.C18.0,SM.C24.1,H1,,       AUC: 0.73989
PC.ae.C42.4,SM.C18.1,SM.C24.1,H1,,       AUC: 0.73989
SM..OH..C16.1,SM.C20.2,SM.C24.1,H1,,       AUC: 0.73989
SM..OH..C22.2,SM.C20.2,SM.C24.1,H1,,       AUC: 0.73989
SM.C18.0,SM.C20.2,SM.C24.1,H1,,       AUC: 0.73989
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C16.1,SM.C16.0,,       AUC: 0.738971
PC.ae.C42.4,SM..OH..C22.1,SM.C16.0,SM.C16.1,,       AUC: 0.738971
PC.ae.C42.4,SM..OH..C22.2,SM.C16.0,SM.C16.1,,       AUC: 0.738971
SM..OH..C14.1,SM..OH..C16.1,SM..OH..C24.1,SM.C20.2,,       AUC: 0.738971
SM..OH..C24.1,SM.C18.1,SM.C20.2,SM.C24.0,,       AUC: 0.738971
SM..OH..C14.1,SM..OH..C16.1,SM..OH..C22.2,SM.C24.1,,       AUC: 0.738971
SM..OH..C16.1,SM..OH..C24.1,SM.C18.1,SM.C24.1,,       AUC: 0.738971
PC.ae.C42.4,SM.C16.1,SM.C18.1,SM.C24.1,,       AUC: 0.738971
SM.C16.0,SM.C18.1,SM.C20.2,SM.C24.1,,       AUC: 0.738971
SM..OH..C14.1,SM..OH..C16.1,SM..OH..C24.1,H1,,       AUC: 0.738971
PC.ae.C42.4,SM..OH..C24.1,SM.C20.2,H1,,       AUC: 0.738971
PC.ae.C42.4,SM.C16.0,SM.C20.2,H1,,       AUC: 0.738971
SM..OH..C14.1,SM..OH..C24.1,SM.C24.0,H1,,       AUC: 0.738971
SM..OH..C16.1,SM.C20.2,SM.C24.0,H1,,       AUC: 0.738971
PC.ae.C42.4,SM..OH..C22.2,SM.C16.0,SM.C24.0,,       AUC: 0.738051
SM..OH..C14.1,SM..OH..C24.1,SM.C20.2,H1,,       AUC: 0.738051
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C16.1,SM.C18.0,,       AUC: 0.72886
PC.ae.C44.6,SM..OH..C16.1,SM.C18.0,SM.C20.2,,       AUC: 0.72886
PC.ae.C44.6,SM.C18.0,SM.C20.2,SM.C24.0,,       AUC: 0.72886
SM..OH..C22.1,SM..OH..C22.2,SM..OH..C24.1,SM.C16.0,,       AUC: 0.727941
PC.ae.C44.6,SM..OH..C14.1,SM.C18.0,SM.C20.2,,       AUC: 0.727941
PC.ae.C44.6,SM..OH..C22.1,SM.C16.1,SM.C18.0,,       AUC: 0.727022
SM..OH..C22.2,SM..OH..C24.1,SM.C18.0,SM.C18.1,,       AUC: 0.727022
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C14.1,SM.C20.2,,       AUC: 0.727022
PC.ae.C42.4,SM..OH..C22.2,SM..OH..C24.1,SM.C20.2,,       AUC: 0.727022
PC.ae.C42.4,SM..OH..C24.1,SM.C18.0,SM.C20.2,,       AUC: 0.727022
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C22.2,SM.C24.0,,       AUC: 0.727022
PC.ae.C42.4,PC.ae.C44.6,SM.C18.0,SM.C24.0,,       AUC: 0.727022
SM..OH..C24.1,SM.C16.1,SM.C20.2,SM.C24.0,,       AUC: 0.727022
SM..OH..C24.1,SM.C18.0,SM.C20.2,SM.C24.0,,       AUC: 0.727022
PC.ae.C44.6,SM..OH..C16.1,SM.C18.0,SM.C24.1,,       AUC: 0.727022
SM..OH..C22.1,SM..OH..C24.1,SM.C18.0,SM.C24.1,,       AUC: 0.727022
SM..OH..C22.2,SM.C18.0,SM.C24.0,SM.C24.1,,       AUC: 0.727022
PC.ae.C44.6,SM..OH..C22.1,SM.C16.1,H1,,       AUC: 0.727022
SM..OH..C16.1,SM..OH..C22.2,SM.C16.1,H1,,       AUC: 0.727022
PC.ae.C44.6,SM.C16.1,SM.C18.0,H1,,       AUC: 0.727022
SM..OH..C16.1,SM.C16.1,SM.C20.2,H1,,       AUC: 0.727022
PC.ae.C42.4,PC.ae.C44.6,SM.C24.0,H1,,       AUC: 0.727022
PC.ae.C44.6,SM.C18.1,SM.C24.0,H1,,       AUC: 0.727022
SM..OH..C22.2,SM.C18.1,SM.C24.1,H1,,       AUC: 0.727022
PC.ae.C42.4,SM..OH..C22.1,SM..OH..C22.2,SM..OH..C24.1,,       AUC: 0.726103
SM..OH..C16.1,SM..OH..C22.2,SM..OH..C24.1,SM.C16.0,,       AUC: 0.726103
PC.ae.C44.6,SM..OH..C16.1,SM..OH..C22.2,SM.C16.1,,       AUC: 0.726103
SM..OH..C14.1,SM..OH..C22.2,SM..OH..C24.1,SM.C16.1,,       AUC: 0.726103
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C24.1,SM.C18.0,,       AUC: 0.726103
PC.ae.C42.4,SM..OH..C14.1,SM..OH..C24.1,SM.C18.0,,       AUC: 0.726103
PC.ae.C42.4,SM..OH..C16.1,SM.C16.1,SM.C18.0,,       AUC: 0.726103
SM..OH..C22.1,SM..OH..C22.2,SM..OH..C24.1,SM.C18.1,,       AUC: 0.726103
PC.ae.C44.6,SM..OH..C14.1,SM..OH..C22.2,SM.C20.2,,       AUC: 0.726103
SM..OH..C22.1,SM..OH..C22.2,SM..OH..C24.1,SM.C20.2,,       AUC: 0.726103
SM..OH..C22.1,SM.C16.0,SM.C16.1,SM.C20.2,,       AUC: 0.726103
SM..OH..C22.1,SM.C16.0,SM.C18.1,SM.C20.2,,       AUC: 0.726103
SM..OH..C24.1,SM.C18.0,SM.C18.1,SM.C20.2,,       AUC: 0.726103
PC.ae.C44.6,SM..OH..C14.1,SM..OH..C16.1,SM.C24.0,,       AUC: 0.726103
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C22.1,SM.C24.0,,       AUC: 0.726103
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C24.1,SM.C24.0,,       AUC: 0.726103
SM..OH..C24.1,SM.C16.0,SM.C16.1,SM.C24.0,,       AUC: 0.726103
SM..OH..C16.1,SM.C16.1,SM.C18.0,SM.C24.0,,       AUC: 0.726103
SM..OH..C22.2,SM.C18.1,SM.C20.2,SM.C24.0,,       AUC: 0.726103
PC.ae.C42.4,SM..OH..C14.1,SM..OH..C22.2,SM.C24.1,,       AUC: 0.726103
SM..OH..C22.1,SM..OH..C22.2,SM.C18.0,SM.C24.1,,       AUC: 0.726103
PC.ae.C44.6,SM..OH..C24.1,SM.C18.0,SM.C24.1,,       AUC: 0.726103
SM..OH..C22.1,SM.C16.0,SM.C20.2,SM.C24.1,,       AUC: 0.726103
SM..OH..C22.2,SM.C16.0,SM.C20.2,SM.C24.1,,       AUC: 0.726103
PC.ae.C42.4,SM..OH..C16.1,SM.C24.0,SM.C24.1,,       AUC: 0.726103
PC.ae.C42.4,SM..OH..C22.1,SM.C24.0,SM.C24.1,,       AUC: 0.726103
SM..OH..C24.1,SM.C16.0,SM.C24.0,SM.C24.1,,       AUC: 0.726103
PC.ae.C42.4,SM.C18.0,SM.C24.0,SM.C24.1,,       AUC: 0.726103
SM.C16.1,SM.C18.1,SM.C24.0,SM.C24.1,,       AUC: 0.726103
SM..OH..C14.1,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.726103
SM..OH..C22.1,SM..OH..C22.2,SM..OH..C24.1,H1,,       AUC: 0.726103
PC.ae.C42.4,SM..OH..C22.1,SM.C16.1,H1,,       AUC: 0.726103
SM..OH..C22.2,SM.C16.0,SM.C16.1,H1,,       AUC: 0.726103
PC.ae.C44.6,SM..OH..C22.1,SM.C18.0,H1,,       AUC: 0.726103
SM..OH..C24.1,SM.C16.0,SM.C18.0,H1,,       AUC: 0.726103
PC.ae.C42.4,SM.C16.1,SM.C18.0,H1,,       AUC: 0.726103
SM..OH..C22.2,SM.C18.0,SM.C24.1,H1,,       AUC: 0.726103
SM..OH..C22.1,SM.C20.2,SM.C24.1,H1,,       AUC: 0.726103
SM..OH..C24.1,SM.C24.0,SM.C24.1,H1,,       AUC: 0.726103
SM.C16.1,SM.C24.0,SM.C24.1,H1,,       AUC: 0.726103
SM.C20.2,SM.C24.0,SM.C24.1,H1,,       AUC: 0.726103
SM..OH..C16.1,SM..OH..C22.1,SM..OH..C22.2,SM..OH..C24.1,,       AUC: 0.725184
PC.ae.C44.6,SM..OH..C14.1,SM..OH..C16.1,SM.C16.0,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C14.1,SM..OH..C16.1,SM.C16.1,,       AUC: 0.725184
SM..OH..C14.1,SM..OH..C16.1,SM.C16.0,SM.C16.1,,       AUC: 0.725184
SM..OH..C16.1,SM..OH..C22.1,SM.C16.0,SM.C16.1,,       AUC: 0.725184
PC.ae.C44.6,SM..OH..C16.1,SM..OH..C22.2,SM.C18.0,,       AUC: 0.725184
SM..OH..C14.1,SM..OH..C22.2,SM..OH..C24.1,SM.C18.0,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C14.1,SM.C16.1,SM.C18.0,,       AUC: 0.725184
SM..OH..C22.1,SM.C16.0,SM.C16.1,SM.C18.0,,       AUC: 0.725184
SM..OH..C22.2,SM.C16.0,SM.C16.1,SM.C18.0,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C22.2,SM..OH..C24.1,SM.C18.1,,       AUC: 0.725184
SM..OH..C22.2,SM..OH..C24.1,SM.C16.0,SM.C18.1,,       AUC: 0.725184
SM..OH..C22.2,SM.C16.1,SM.C18.0,SM.C18.1,,       AUC: 0.725184
SM..OH..C14.1,SM..OH..C22.1,SM..OH..C24.1,SM.C20.2,,       AUC: 0.725184
SM..OH..C14.1,SM..OH..C16.1,SM.C16.1,SM.C20.2,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C16.1,SM.C18.1,SM.C20.2,,       AUC: 0.725184
SM..OH..C16.1,SM.C16.0,SM.C18.1,SM.C20.2,,       AUC: 0.725184
SM..OH..C14.1,SM.C16.1,SM.C18.1,SM.C20.2,,       AUC: 0.725184
SM..OH..C14.1,SM..OH..C22.2,SM..OH..C24.1,SM.C24.0,,       AUC: 0.725184
PC.ae.C42.4,SM.C16.0,SM.C16.1,SM.C24.0,,       AUC: 0.725184
SM..OH..C22.2,SM.C16.0,SM.C16.1,SM.C24.0,,       AUC: 0.725184
PC.ae.C44.6,SM..OH..C22.1,SM.C18.0,SM.C24.0,,       AUC: 0.725184
SM..OH..C22.2,SM.C16.0,SM.C18.1,SM.C24.0,,       AUC: 0.725184
SM..OH..C24.1,SM.C16.0,SM.C20.2,SM.C24.0,,       AUC: 0.725184
PC.ae.C42.4,SM.C16.1,SM.C20.2,SM.C24.0,,       AUC: 0.725184
SM.C16.0,SM.C16.1,SM.C20.2,SM.C24.0,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C14.1,SM.C16.0,SM.C24.1,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C24.1,SM.C18.0,SM.C24.1,,       AUC: 0.725184
PC.ae.C42.4,SM.C16.1,SM.C18.0,SM.C24.1,,       AUC: 0.725184
SM..OH..C16.1,SM..OH..C22.2,SM.C18.1,SM.C24.1,,       AUC: 0.725184
SM..OH..C14.1,SM..OH..C24.1,SM.C18.1,SM.C24.1,,       AUC: 0.725184
SM..OH..C16.1,SM.C16.1,SM.C18.1,SM.C24.1,,       AUC: 0.725184
SM..OH..C14.1,SM..OH..C22.2,SM.C20.2,SM.C24.1,,       AUC: 0.725184
SM..OH..C16.1,SM.C16.0,SM.C20.2,SM.C24.1,,       AUC: 0.725184
SM..OH..C22.1,SM.C18.1,SM.C20.2,SM.C24.1,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C14.1,SM.C24.0,SM.C24.1,,       AUC: 0.725184
SM..OH..C14.1,SM..OH..C22.2,SM.C24.0,SM.C24.1,,       AUC: 0.725184
SM..OH..C22.1,SM.C16.0,SM.C24.0,SM.C24.1,,       AUC: 0.725184
SM.C16.0,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.725184
SM.C16.1,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.725184
SM..OH..C22.1,SM..OH..C24.1,SM.C16.0,H1,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C24.1,SM.C16.1,H1,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C24.1,SM.C18.0,H1,,       AUC: 0.725184
SM..OH..C22.1,SM.C16.0,SM.C18.1,H1,,       AUC: 0.725184
SM..OH..C22.2,SM.C16.0,SM.C18.1,H1,,       AUC: 0.725184
SM..OH..C24.1,SM.C18.0,SM.C20.2,H1,,       AUC: 0.725184
SM..OH..C16.1,SM.C18.1,SM.C20.2,H1,,       AUC: 0.725184
SM..OH..C16.1,SM..OH..C22.2,SM.C24.0,H1,,       AUC: 0.725184
SM..OH..C22.2,SM..OH..C24.1,SM.C24.0,H1,,       AUC: 0.725184
SM.C16.0,SM.C20.2,SM.C24.0,H1,,       AUC: 0.725184
PC.ae.C42.4,SM.C24.0,SM.C24.1,H1,,       AUC: 0.725184
SM..OH..C14.1,SM.C24.0,SM.C24.1,H1,,       AUC: 0.725184
PC.ae.C42.4,SM..OH..C14.1,SM..OH..C16.1,SM..OH..C24.1,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C16.1,SM..OH..C22.1,SM..OH..C24.1,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C22.1,SM.C16.1,SM.C18.0,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C22.1,SM.C16.1,SM.C18.1,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C22.2,SM.C16.1,SM.C18.1,,       AUC: 0.724265
SM..OH..C22.2,SM..OH..C24.1,SM.C20.2,SM.C24.0,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C14.1,SM..OH..C16.1,SM.C24.1,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C22.2,SM.C16.0,SM.C24.1,,       AUC: 0.724265
SM..OH..C16.1,SM..OH..C24.1,SM.C16.0,SM.C24.1,,       AUC: 0.724265
SM..OH..C14.1,SM..OH..C16.1,SM.C16.1,SM.C24.1,,       AUC: 0.724265
SM..OH..C14.1,SM..OH..C22.2,SM.C16.1,SM.C24.1,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C22.1,SM.C18.1,SM.C24.1,,       AUC: 0.724265
SM..OH..C14.1,SM..OH..C22.1,SM.C18.1,SM.C24.1,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C22.1,SM.C20.2,SM.C24.1,,       AUC: 0.724265
SM..OH..C24.1,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C24.1,SM.C16.0,H1,,       AUC: 0.724265
SM..OH..C16.1,SM..OH..C24.1,SM.C18.0,H1,,       AUC: 0.724265
SM..OH..C16.1,SM.C16.0,SM.C18.0,H1,,       AUC: 0.724265
PC.ae.C44.6,SM..OH..C22.2,SM.C20.2,H1,,       AUC: 0.724265
SM..OH..C16.1,SM.C16.0,SM.C20.2,H1,,       AUC: 0.724265
SM..OH..C22.2,SM.C16.0,SM.C20.2,H1,,       AUC: 0.724265
PC.ae.C42.4,SM..OH..C24.1,SM.C24.0,H1,,       AUC: 0.724265
SM..OH..C14.1,SM..OH..C16.1,SM.C24.1,H1,,       AUC: 0.724265
SM.C18.0,SM.C24.0,SM.C24.1,H1,,       AUC: 0.724265
SM.C16.0,SM.C16.1,SM.C18.1,SM.C24.1,,       AUC: 0.723346
SM.C16.1,SM.C18.0,SM.C18.1,SM.C24.1,,       AUC: 0.723346
PC.ae.C42.4,SM..OH..C16.1,SM..OH..C24.1,H1,,       AUC: 0.723346
SM..OH..C14.1,SM..OH..C22.2,SM..OH..C24.1,H1,,       AUC: 0.723346
PC.ae.C42.4,SM..OH..C22.1,SM.C18.1,H1,,       AUC: 0.723346
PC.ae.C42.4,SM.C18.1,SM.C20.2,H1,,       AUC: 0.723346
SM..OH..C22.1,SM.C18.1,SM.C20.2,H1,,       AUC: 0.723346
PC.ae.C42.4,SM..OH..C16.1,SM.C24.1,H1,,       AUC: 0.723346
PC.ae.C44.6,SM..OH..C22.1,SM.C18.0,SM.C20.2,,       AUC: 0.712316
PC.ae.C44.6,SM..OH..C22.2,SM.C18.0,SM.C20.2,,       AUC: 0.712316
SM..OH..C16.1,SM.C16.1,SM.C18.0,SM.C20.2,,       AUC: 0.712316
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C16.1,SM.C24.0,,       AUC: 0.712316
SM..OH..C24.1,SM.C16.1,SM.C18.0,SM.C24.0,,       AUC: 0.712316
SM..OH..C22.1,SM..OH..C22.2,SM.C16.1,H1,,       AUC: 0.712316
SM..OH..C22.2,SM.C16.1,SM.C18.0,H1,,       AUC: 0.712316
SM.C16.1,SM.C20.2,SM.C24.0,H1,,       AUC: 0.712316
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C14.1,SM..OH..C22.2,,       AUC: 0.711397
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C16.1,SM..OH..C24.1,,       AUC: 0.711397
SM..OH..C14.1,SM..OH..C22.1,SM..OH..C24.1,SM.C16.0,,       AUC: 0.711397
PC.ae.C42.4,SM..OH..C22.1,SM..OH..C24.1,SM.C16.1,,       AUC: 0.711397
PC.ae.C42.4,SM..OH..C16.1,SM..OH..C22.1,SM.C18.0,,       AUC: 0.711397
SM..OH..C16.1,SM..OH..C22.1,SM..OH..C24.1,SM.C18.0,,       AUC: 0.711397
PC.ae.C44.6,SM..OH..C14.1,SM.C16.0,SM.C18.0,,       AUC: 0.711397
PC.ae.C42.4,SM..OH..C24.1,SM.C16.0,SM.C18.0,,       AUC: 0.711397
SM..OH..C16.1,SM..OH..C24.1,SM.C16.1,SM.C18.0,,       AUC: 0.711397
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C24.1,SM.C18.1,,       AUC: 0.711397
SM..OH..C14.1,SM..OH..C22.2,SM..OH..C24.1,SM.C18.1,,       AUC: 0.711397
SM..OH..C16.1,SM..OH..C22.1,SM.C16.0,SM.C18.1,,       AUC: 0.711397
SM..OH..C24.1,SM.C16.0,SM.C16.1,SM.C18.1,,       AUC: 0.711397
SM..OH..C16.1,SM..OH..C22.1,SM.C16.1,SM.C20.2,,       AUC: 0.711397
SM..OH..C16.1,SM..OH..C22.1,SM.C18.0,SM.C20.2,,       AUC: 0.711397
SM..OH..C16.1,SM..OH..C24.1,SM.C16.0,SM.C24.0,,       AUC: 0.711397
SM..OH..C16.1,SM..OH..C22.2,SM.C16.1,SM.C24.0,,       AUC: 0.711397
PC.ae.C44.6,SM..OH..C16.1,SM.C18.0,SM.C24.0,,       AUC: 0.711397
PC.ae.C44.6,SM..OH..C22.2,SM.C18.0,SM.C24.0,,       AUC: 0.711397
SM..OH..C22.2,SM..OH..C24.1,SM.C18.0,SM.C24.0,,       AUC: 0.711397
SM..OH..C16.1,SM.C16.1,SM.C20.2,SM.C24.0,,       AUC: 0.711397
SM..OH..C14.1,SM..OH..C22.2,SM.C18.0,SM.C24.1,,       AUC: 0.711397
SM..OH..C16.1,SM.C16.0,SM.C18.1,SM.C24.1,,       AUC: 0.711397
SM..OH..C22.2,SM.C18.0,SM.C18.1,SM.C24.1,,       AUC: 0.711397
SM..OH..C16.1,SM..OH..C22.1,SM.C20.2,SM.C24.1,,       AUC: 0.711397
PC.ae.C42.4,SM.C18.0,SM.C20.2,SM.C24.1,,       AUC: 0.711397
PC.ae.C44.6,SM.C18.0,SM.C20.2,SM.C24.1,,       AUC: 0.711397
SM..OH..C22.2,SM.C18.0,SM.C20.2,SM.C24.1,,       AUC: 0.711397
SM.C16.1,SM.C18.0,SM.C20.2,SM.C24.1,,       AUC: 0.711397
SM..OH..C16.1,SM.C20.2,SM.C24.0,SM.C24.1,,       AUC: 0.711397
SM..OH..C14.1,SM..OH..C22.1,SM.C16.0,H1,,       AUC: 0.711397
PC.ae.C42.4,SM..OH..C22.2,SM.C16.1,H1,,       AUC: 0.711397
SM..OH..C16.1,SM.C16.1,SM.C18.0,H1,,       AUC: 0.711397
SM..OH..C14.1,SM.C16.1,SM.C20.2,H1,,       AUC: 0.711397
SM..OH..C16.1,SM.C16.1,SM.C24.0,H1,,       AUC: 0.711397
SM..OH..C24.1,SM.C18.0,SM.C24.0,H1,,       AUC: 0.711397
SM..OH..C14.1,SM..OH..C22.1,SM.C24.1,H1,,       AUC: 0.711397
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C14.1,SM..OH..C16.1,,       AUC: 0.710478
PC.ae.C42.4,PC.ae.C44.6,SM..OH..C22.1,SM..OH..C22.2,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C22.1,SM..OH..C24.1,SM.C16.0,,       AUC: 0.710478
SM..OH..C14.1,SM..OH..C22.1,SM..OH..C22.2,SM.C16.1,,       AUC: 0.710478
SM..OH..C16.1,SM..OH..C22.2,SM.C16.0,SM.C16.1,,       AUC: 0.710478
PC.ae.C44.6,SM..OH..C22.1,SM..OH..C22.2,SM.C18.0,,       AUC: 0.710478
SM..OH..C14.1,SM..OH..C22.1,SM..OH..C24.1,SM.C18.0,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C24.1,SM.C16.1,SM.C18.0,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C22.1,SM..OH..C22.2,SM.C18.1,,       AUC: 0.710478
SM..OH..C14.1,SM..OH..C16.1,SM..OH..C24.1,SM.C18.1,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C24.1,SM.C16.0,SM.C18.1,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C16.1,SM.C16.1,SM.C18.1,,       AUC: 0.710478
SM..OH..C14.1,SM..OH..C24.1,SM.C18.0,SM.C18.1,,       AUC: 0.710478
SM..OH..C22.1,SM..OH..C24.1,SM.C18.0,SM.C18.1,,       AUC: 0.710478
PC.ae.C42.4,SM.C16.1,SM.C18.0,SM.C18.1,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C16.1,SM.C16.1,SM.C20.2,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C22.1,SM.C16.1,SM.C20.2,,       AUC: 0.710478
SM..OH..C24.1,SM.C16.0,SM.C18.1,SM.C20.2,,       AUC: 0.710478
SM.C16.1,SM.C18.0,SM.C18.1,SM.C20.2,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C22.1,SM..OH..C24.1,SM.C24.0,,       AUC: 0.710478
SM..OH..C16.1,SM..OH..C22.2,SM..OH..C24.1,SM.C24.0,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C22.1,SM.C16.0,SM.C24.0,,       AUC: 0.710478
SM..OH..C16.1,SM..OH..C24.1,SM.C18.1,SM.C24.0,,       AUC: 0.710478
SM..OH..C24.1,SM.C16.0,SM.C18.1,SM.C24.0,,       AUC: 0.710478
SM..OH..C22.1,SM.C16.1,SM.C20.2,SM.C24.0,,       AUC: 0.710478
SM.C16.1,SM.C18.0,SM.C20.2,SM.C24.0,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C22.1,SM..OH..C24.1,SM.C24.1,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C16.1,SM.C16.0,SM.C24.1,,       AUC: 0.710478
SM..OH..C16.1,SM..OH..C22.2,SM.C16.0,SM.C24.1,,       AUC: 0.710478
PC.ae.C42.4,SM.C16.0,SM.C18.0,SM.C24.1,,       AUC: 0.710478
SM..OH..C16.1,SM.C16.0,SM.C24.0,SM.C24.1,,       AUC: 0.710478
SM..OH..C24.1,SM.C18.1,SM.C24.0,SM.C24.1,,       AUC: 0.710478
SM..OH..C16.1,SM..OH..C24.1,SM.C16.0,H1,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C16.1,SM.C16.1,H1,,       AUC: 0.710478
SM..OH..C14.1,SM..OH..C16.1,SM.C16.1,H1,,       AUC: 0.710478
PC.ae.C42.4,SM.C16.0,SM.C16.1,H1,,       AUC: 0.710478
SM..OH..C22.2,SM.C16.0,SM.C18.0,H1,,       AUC: 0.710478
SM..OH..C14.1,SM..OH..C24.1,SM.C18.1,H1,,       AUC: 0.710478
SM..OH..C16.1,SM.C16.1,SM.C18.1,H1,,       AUC: 0.710478
PC.ae.C42.4,SM.C18.0,SM.C18.1,H1,,       AUC: 0.710478
SM..OH..C24.1,SM.C18.0,SM.C18.1,H1,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C22.2,SM.C20.2,H1,,       AUC: 0.710478
SM..OH..C22.2,SM.C16.0,SM.C24.0,H1,,       AUC: 0.710478
SM.C16.0,SM.C16.1,SM.C24.0,H1,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C22.2,SM.C24.1,H1,,       AUC: 0.710478
SM..OH..C14.1,SM..OH..C22.2,SM.C24.1,H1,,       AUC: 0.710478
SM..OH..C22.2,SM.C16.0,SM.C24.1,H1,,       AUC: 0.710478
SM..OH..C14.1,SM.C18.1,SM.C24.1,H1,,       AUC: 0.710478
SM.C16.0,SM.C18.1,SM.C24.1,H1,,       AUC: 0.710478
PC.ae.C42.4,SM..OH..C14.1,SM..OH..C22.2,SM..OH..C24.1,,       AUC: 0.709559
PC.ae.C42.4,SM..OH..C16.1,SM..OH..C22.2,SM..OH..C24.1,,       AUC: 0.709559
PC.ae.C42.4,SM..OH..C14.1,SM..OH..C22.2,SM.C16.1,,       AUC: 0.709559
SM..OH..C14.1,SM..OH..C22.1,SM..OH..C24.1,SM.C16.1,,       AUC: 0.709559
PC.ae.C42.4,SM..OH..C14.1,SM.C16.0,SM.C16.1,,       AUC: 0.709559
SM..OH..C16.1,SM..OH..C22.2,SM..OH..C24.1,SM.C18.0,,       AUC: 0.709559
PC.ae.C42.4,SM..OH..C16.1,SM.C16.0,SM.C18.0,,       AUC: 0.709559
